level_2_name,level_3_name,level_4_name,level_5_name,level_2_example_attr,level_3_another_attr
LUALABA,FUNGURUME,TSHILONGO,GRACE CENTRE DE SANTE,example,another_example
NORD UBANGI,BUSINGA,URBAIN,CENTRE URBAIN CENTRE DE SANTE,example,another_example
KINSHASA,KIMBANSEKE,SALONGO,CECOMAF CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,SANCTA MARIA,SANCTA MARIA CENTRE DE SANTE,example,another_example
LOMAMI,MWENEDITU,CIPUT,ALPHA CENTRE DE SANTE,example,another_example
ITURI,KOMANDA,PINZILI,PINZILI CENTRE DE SANTE,example,another_example
MONGALA,BONGANDANGA,NGANDO,NGANDO CENTRE DE SANTE,example,another_example
TSHUAPA,BUSANGA,ENTONGOTO,ENTONGOTO CENTRE DE SANTE,example,another_example
HAUT KATANGA,LUBUMBASHI,LUMUMBA,ADVENTISTE CENTRE HOSPITALIER,example,another_example
KASAI CENTRAL,TSHIKAJI,MAMA MUILU,MAMU MUILU CENTRE DE SANTE,example,another_example
NORD KIVU,BIENA,BIAMBWE,KAGHUMO CENTRE DE SANTE,example,another_example
ITURI,ARU,ALIBHA,ALIBHA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KAMINA,LWEMBE,LWEMBE CENTRE DE SANTE,example,another_example
HAUT KATANGA,VANGU,GENIE,GENIE LIKI HOPITAL,example,another_example
HAUT KATANGA,KATUBA,DU MARCHE,BUKAMA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MUKUMBI,BAKUA BISAMPO,BAKUA BISAMPU CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BUNKONDE,DIKONGAYI,DIKONGAYI CENTRE DE SANTE,example,another_example
TSHOPO,ISANGI,YANDJA,YANDJA CENTRE DE SANTE,example,another_example
KWILU,MUKEDI,MATONDO,MATONDO CENTRE DE SANTE,example,another_example
LUALABA,MANIKA,BETHSAIDA,CMOK CENTRE DE SANTE,example,another_example
HAUT KATANGA,VANGU,MARECHAL,MARECHAL KIPUSHI CENTRE DE SANTE,example,another_example
KASAI,KAMONIA,NSUMBULA,NSUMBULA CENTRE DE SANTE,example,another_example
NORD KIVU,LUBERO,VUKENDO,VUKENDO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,TSHIKULA,KAMUANDU,KAMUANDU CENTRE DE SANTE,example,another_example
KINSHASA,KOKOLO,CETA,CMOA CETA HOPITAL,example,another_example
MAINDOMBE,KWAMOUTH,NKANA,NKANA CENTRE DE SANTE,example,another_example
TSHUAPA,WEMA,ESANGANI 2,ESANGANI 2 CENTRE DE SANTE,example,another_example
KASAI,MUTENA,LUVULA,27E CMCO CENTRE DE SANTE,example,another_example
NORD KIVU,KIROTSHE,KAUSA,KAUSA CENTRE DE SANTE,example,another_example
LOMAMI,LUPUTA,MUNVUYI,MUNVUYI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,MIKALAYI,TSHIMPANGA,TSHIMPANGA CENTRE DE SANTE,example,another_example
HAUT UELE,GOMBARI,GORIA,GORIA CENTRE DE SANTE,example,another_example
LUALABA,DILOLO,SAMBEMBE,SAMBEMBE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KANIAMA,MUYOMBI KAPANDA,RIGO BANGWA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,MUKANGA,MUKUBU 2,MUKUBU 2 CENTRE DE SANTE,example,another_example
HAUT LOMAMI,BUKAMA,KAKYULU,KAKYULU CENTRE DE SANTE,example,another_example
HAUT UELE,WAMBA,ABANAGOMU,ABANAGOMU CENTRE DE SANTE,example,another_example
TSHOPO,UBUNDU,OBILO,OBILO CENTRE DE SANTE,example,another_example
SUD UBANGI,BUDJALA,NZEKA TALIBA,NZEKA TALIBA CENTRE DE SANTE,example,another_example
EQUATEURS,DJOMBO,KODORO,KODORO CENTRE DE SANTE DE REFERENCE,example,another_example
MANIEMA,KIBOMBO,KASUKU,KASUKU CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MUANDA,ITONDE MBELEKA,MPH CENTRE MEDICAL,example,another_example
NORD KIVU,KYONDO,MUSEYA,MUSEYA CENTRE DE SANTE DE REFERENCE,example,another_example
KINSHASA,SELEMBAO,KONDE,LISANGA CENTRE DE SANTE,example,another_example
TSHUAPA,IKELA,YOSAI 2,YOSENGE CENTRE DE SANTE,example,another_example
KWILU,VANGA,GRAND PORT,GRAND PORT CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MIABI,BOYA 3,BOYA 3 CENTRE DE SANTE,example,another_example
MANIEMA,KUNDA,MUMBA,MUMBA CENTRE DE SANTE,example,another_example
MAINDOMBE,INONGO,IBEKE BOLIA,IBEKE BOLIA CENTRE DE SANTE DE REFERENCE,example,another_example
NORD KIVU,KATOYI,MANGERE,MANGERE CENTRE DE SANTE,example,another_example
LUALABA,LUALABA,KALUTENGE,KALUTENGE CENTRE DE SANTE,example,another_example
NORD UBANGI,MOBAYI MBONGO,VOTE,VOTE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,MASUIKA,KATENGA,KATENGA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KABEYA KAMWANGA,KABEYA KAMWANGA,KABEYA KAMUANGA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,LUKELENGE,BADIADIA,DON DU SALUT CENTRE DE SANTE,example,another_example
HAUT UELE,PAWA,BAVAMABUTU,BAVAMABUTU CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KINKONDJA,MUYUMBWE,MUYUMBWE CENTRE DE SANTE,example,another_example
MONGALA,BINGA,R5 DIOBO,R5 DIOBO CENTRE DE SANTE,example,another_example
KASAI,NDJOKO MPUNDA,MBAYI KAMONJI,NKATE MUSHINDA POSTE DE SANTE,example,another_example
MONGALA,PIMU,BOSO MAGASU,BOSO MAGASU CENTRE DE SANTE,example,another_example
MANIEMA,KABAMBARE,SUNGURA,SUNGURA CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUMBUNDA,GBADOLITE 2,SAINT JEAN CENTRE DE SANTE,example,another_example
HAUT KATANGA,RUASHI,ORTHODOXE,REHEMA CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,GATANGA,GATANGA CENTRE DE SANTE,example,another_example
LUALABA,DILALA,DILENDE,DE L'AMITIE CENTRE DE SANTE,example,another_example
TSHOPO,BASOKO,BANDU CITE,BANDU CITE CENTRE DE SANTE,example,another_example
KWILU,IPAMU,BANKUMUNA,BANKUMUNA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MASSA,KILOSO,KILOSO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NGIDINGA,SADI KINSANGA,SADI KINSANGA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI,NYANGA,MUKISHI,MUKISHI CENTRE DE SANTE,example,another_example
KWILU,MOANZA,KINGUNGU,KINGUNGU CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,PLATEAU,PLATEAU CENTRE DE SANTE,example,another_example
LOMAMI,WIKONG,KANINCIN,KANINTSHIN CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,LUNGUANA,LUNGUANA CENTRE DE SANTE,example,another_example
MAINDOMBE,MIMIA,BOMPOMBO,BOMPOMBO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,LUKELENGE,GRAND SEMINAIRE,CAVE DE LA VIE CENTRE DE SANTE,example,another_example
ITURI,GETY,NOMBE,NOMBE CENTRE DE SANTE,example,another_example
KWILU,BAGATA,CAMP MPOKO,CAMP MPOKO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NZANZA,TRABEKA,MAINTENANCE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,MASUIKA,MUKALENGE MULOLO,MUKALENGE MULOLO CENTRE DE SANTE,example,another_example
SANKURU,MINGA,EYAKA,EYAKA CENTRE DE SANTE,example,another_example
MAINDOMBE,BOLOBO,ETEBE,ETEBE CENTRE DE SANTE,example,another_example
MANIEMA,TUNDA,UTSHU,UTSHU CENTRE DE SANTE,example,another_example
NORD KIVU,BAMBO,KABIZO,KABIZO CENTRE DE SANTE,example,another_example
NORD KIVU,MASEREKA,LUKANGA,LUKANGA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,LWAMBA,LWAMBA 2,LWAMBA 2 CENTRE DE SANTE,example,another_example
KWANGO,POPOKABAKA,TSUNZA,TSUNZA CENTRE DE SANTE,example,another_example
NORD KIVU,MASISI,BUGURI,BUGURI CENTRE DE SANTE,example,another_example
ITURI,MAHAGI,WI RII,WI RII CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,TUNGUA,TUNGUA CENTRE DE SANTE,example,another_example
SUD UBANGI,ZONGO,BURUNGANGU,BURUNGANGU CENTRE DE SANTE,example,another_example
SANKURU,LOMELA,YANGUNDA,YANGUNDA CENTRE DE SANTE,example,another_example
TSHOPO,OPALA,LEKATERO 1,LEKATERO 1 CENTRE DE SANTE,example,another_example
TANGANYIKA,MANONO,BUNDALA,BUNDALA CENTRE DE SANTE,example,another_example
TSHOPO,YAHUMA,KORET LOOTA,KORET LOOTA CENTRE DE SANTE,example,another_example
TSHUAPA,MOMPONO,EKEMBELA,EKEMBELA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,GOMBE MATADI,LUNGA,LUNGA CENTRE DE SANTE,example,another_example
SUD UBANGI,BOKONZI,MALEKE,MALEKE CENTRE DE SANTE,example,another_example
NORD UBANGI,WAPINDA,BANDI,BANDI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUIZA,KANDAKANDA,KANDAKANDA CENTRE DE SANTE,example,another_example
KWANGO,KAJIJI,SHAKALONGO,SHAKALONGO CENTRE DE SANTE,example,another_example
NORD KIVU,VUHOVI,KAHONDO,KAHONDO CENTRE DE SANTE,example,another_example
HAUT UELE,ABA,TAYO,TAYO CENTRE DE SANTE,example,another_example
KWILU,KIKWIT NORD,PROSPERE,PROSPERE CENTRE DE SANTE,example,another_example
KASAI,BULAPE,MPIANGA,MPIANA CENTRE DE SANTE,example,another_example
KWILU,MASI MANIMBA,KIAMFU,KIAMFU CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUAMBO,MUANDA KALENDU,MUANDA KALENDU CENTRE DE SANTE,example,another_example
LUALABA,MANIKA,CEBA,ESPOIR CENTRE DE SANTE,example,another_example
TSHOPO,YAHUMA,YALONGWA,YALONGWA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MBANZA NGUNGU,NOKI 2,NOKI 2 CENTRE DE SANTE,example,another_example
KWILU,IPAMU,MUKOKO,MUKOKO IMPINI CENTRE DE SANTE,example,another_example
MAINDOMBE,KIRI,BERONGE,BERONGE CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,KIKWIT NORD,NZINDA 3,NZINDA 3 CENTRE DE SANTE,example,another_example
SANKURU,LODJA,LOHOMA,LOHOMA OLONGO CENTRE DE SANTE,example,another_example
KASAI,NYANGA,LUANGUE VIDEO,LUANGE CENTRAL CENTRE DE SANTE,example,another_example
TSHUAPA,IKELA,MPONA,MPONA CENTRE DE SANTE,example,another_example
ITURI,BIRINGI,OBITABO,OBITABO CENTRE DE SANTE,example,another_example
KASAI,MIKOPE,MC MIKOPE,MIKOPE HOPITAL GENERAL DE REFERENCE,example,another_example
KWILU,LUSANGA,KIPUKA,KIPUKA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAMBOVE,DISANGA 2,DISANGA 2 CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,KIMPUTU,NSONGO BULA,KIMPUTU HOPITAL GENERAL DE REFERENCE,example,another_example
KINSHASA,KINSHASA,NGBAKA,NGBAKA CENTRE DE SANTE,example,another_example
TSHUAPA,LINGOMO,YAMBOYO,YAMBOYO  CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KANSELE,ODIA DAVID,DISANKA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,SONGA,MANDE,MANDE CENTRE DE SANTE,example,another_example
ITURI,MONGBWALU,NGAMAU,NGAMAU CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MPOKOLO,DU 30 JUIN,SAINT DANIEL CENTRE DE SANTE,example,another_example
KASAI,KITANGWA,TSHIWANDA WANDA,TSHIKAMBA CENTRE DE SANTE,example,another_example
KINSHASA,BANDALUNGWA,ADOULA,KIMBANZA CENTRE DE SANTE,example,another_example
SUD UBANGI,GEMENA,BOYADEMELE,BOYADEMELE CENTRE DE SANTE,example,another_example
KWANGO,POPOKABAKA,NGASA,NGASA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,LUKULA,KIPHESE,KIPHESE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONDO DIANDA,KIZANGA 2,PATRICK BILOBA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BENA LEKA,KALUNDU,KALUNDU CENTRE DE SANTE,example,another_example
TSHOPO,TSHOPO,MASSINA,MASSINA CENTRE DE SANTE,example,another_example
MAINDOMBE,OSHWE,NONGENZALE,NONGENZALE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUAMBO,KANGAMBO BAKA,KANGAMBO BAKA CENTRE DE SANTE,example,another_example
KWANGO,BOKO,DINGA,DINGA CENTRE DE SANTE DE REFERENCE,example,another_example
TSHOPO,BASOKO,LISALAMA,LISALAMA CENTRE DE SANTE,example,another_example
NORD KIVU,BUTEMBO,MAMA MUSAYI,MAMA MUSAYI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BUNKONDE,TSHIKUMA,TSHIKUMA CENTRE DE SANTE,example,another_example
ITURI,BAMBU,DHUNGO,DHUNGO CENTRE DE SANTE,example,another_example
TSHUAPA,YALIFAFU,BOKOTA,BOKOTA CENTRE DE SANTE,example,another_example
KASAI,KAMONIA,KASEKUE,FOLOLO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KANIAMA,MWADI KAYEMBE 2,MWADI KAYEMBE 2 CENTRE DE SANTE,example,another_example
SUD KIVU,MUBUMBANO,KAMIKONZI,KAMIKONZI CENTRE DE SANTE,example,another_example
KWILU,VANGA,YUNGU,YUNGU CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,BENA KADIEBUE,BENA KADIEBUE CENTRE DE SANTE,example,another_example
HAUT UELE,NIANGARA,GANGA,GANGA CENTRE DE SANTE,example,another_example
LUALABA,BUNKEYA,KIKOBE,KIKOBE CENTRE DE SANTE,example,another_example
LUALABA,SANDOA,KANGAMBA,KANGAMBA CENTRE DE SANTE,example,another_example
KINSHASA,MAKALA,MALALA,OMECO BAMBU CENTRE DE SANTE,example,another_example
TANGANYIKA,MBULULA,NKULULA,NKULULA CENTRE DE SANTE,example,another_example
MANIEMA,OBOKOTE,UTIAKUMANGA,UTIAKUMANGA CENTRE DE SANTE,example,another_example
ITURI,AUNGBA,ALOTHO,ALOTHO CENTRE DE SANTE,example,another_example
TSHOPO,BASALI,BASALI,BASALI CENTRE DE SANTE,example,another_example
LUALABA,KASAJI,KISENGE B,KISENGE B CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MANGEMBO,SUNDI LUTETE,TADI CENTRE DE SANTE,example,another_example
KASAI,BULAPE,BATANGA,BATANGA CENTRE DE SANTE,example,another_example
TANGANYIKA,KABALO,KABANDA,KABANDA CENTRE DE SANTE,example,another_example
BAS UELE,GANGA,KANA,KANA CENTRE DE SANTE,example,another_example
MONGALA,BOSO MANZI,BOSO MODJEBO,BOSO MODJEBO CENTRE DE SANTE DE REFERENCE,example,another_example
EQUATEURS,BASANKUSU,ISAMPOKA,ELIKYA ELIKYA CENTRE DE SANTE,example,another_example
MONGALA,PIMU,BOBENDE NORD 1,BOBENDE NORD 1 CENTRE DE SANTE,example,another_example
TANGANYIKA,KABALO,KAONGO,KAONGO CENTRE DE SANTE,example,another_example
NORD UBANGI,GBADOLITE,8 VILLAS,8 VILLAS CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KANIAMA,PASTORAL,PASTORAL CENTRE DE SANTE,example,another_example
SUD UBANGI,TANDALA,BONGBIA TANDALA,BONGBIA TANDALA CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,KAMIYEMBI,KAMIYEMBI CENTRE DE SANTE,example,another_example
KWILU,GUNGU,GUNGU 2,GUNGU 2 CENTRE DE SANTE,example,another_example
SUD KIVU,NYANGEZI,KAMANYOLA,KAMANYOLA CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,MOTUMBE,MOTUMBE ETAT CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,ALABUL,SAIO POSTE DE SANTE,example,another_example
KASAI,TSHIKAPA,MALONGO,KANZAJI CENTRE DE SANTE,example,another_example
ITURI,KAMBALA,RABU,RABU CENTRE DE SANTE,example,another_example
EQUATEURS,MAKANZA,BONGINDA,BONGINDA CENTRE DE SANTE,example,another_example
KASAI,MIKOPE,LENGA,SHONGOLO MABONDO POSTE DE SANTE,example,another_example
NORD KIVU,KIROTSHE,MITUMBALA,MITUMBALA CENTRE DE SANTE,example,another_example
MONGALA,BOSO MONDANDA,BOGBONGA,BOGBONGA CENTRE DE SANTE,example,another_example
MAINDOMBE,BOKORO,NSEKESIRI,NSEKESIRI CENTRE DE SANTE DE REFERENCE,example,another_example
KINSHASA,MATETE,TOTAKA,VITAMINE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUIZA,LUSENGU,LUSENGU CENTRE DE SANTE,example,another_example
HAUT KATANGA,KILWA,KASONGO MWANA,KASONGO MWANA CENTRE DE SANTE,example,another_example
NORD KIVU,MASEREKA,MASEREKA,MASEREKA CENTRE DE SANTE,example,another_example
KASAI,MUTENA,MUTSHIMA,OMO CENTRE DE SANTE,example,another_example
NORD KIVU,MASEREKA,NYABILI,NYABILI CENTRE DE SANTE,example,another_example
SUD KIVU,MINOVA,KISHINJI,KISHINJI CENTRE DE SANTE,example,another_example
LUALABA,DILALA,HEWA BORA 2,SOURCE DE VIE CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAPOLOWE,KIBANGU,KIBANGU CENTRE DE SANTE,example,another_example
HAUT UELE,DUNGU,DURU,DURU CENTRE HOSPITALIER,example,another_example
KASAI CENTRAL,MUETSHI,TSHIBAMBE,TSHIBAMBE CENTRE DE SANTE,example,another_example
ITURI,RETHY,KPANDROMA,KPANDROMA CENTRE DE SANTE,example,another_example
MANIEMA,KALIMA,KAKUTYA 3,KAKUTYA 3 CENTRE DE SANTE,example,another_example
TSHOPO,WANIERUKULA,KIPOKOSO,KIPOKOSO CENTRE DE SANTE,example,another_example
ITURI,ANGUMU,UGUDO ZII,UGUDOZII CENTRE DE SANTE,example,another_example
MANIEMA,KALIMA,KAKALEKA,KAKALEKA CENTRE DE SANTE,example,another_example
TANGANYIKA,MOBA,MOBA-PORT,MOBA- PORT CENTRE DE SANTE,example,another_example
KWILU,GUNGU,KIEFU,KIEFU CENTRE DE SANTE,example,another_example
KONGO CENTRAL,BOMA BUNGU,LOVO,LOVO CENTRE DE SANTE,example,another_example
KWANGO,MWELA LEMBWA,KANDI LUKENI,KANDI LUKENI CENTRE DE SANTE DE REFERENCE,example,another_example
NORD KIVU,KIBIRIZI,BUHONDWA,BUHONDWA CENTRE DE SANTE,example,another_example
SUD UBANGI,BOMINENGE,BODANGO,BODANGO CENTRE DE SANTE,example,another_example
KASAI,MUTENA,NDALA KALUNGA,ODEUR DU CHAMP CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MPOKOLO,ANUARITE,ANUARITE CENTRE DE SANTE,example,another_example
KINSHASA,KOKOLO,KOKOLO 2,CMR KOKOLO HOPITAL,example,another_example
HAUT KATANGA,LUKAFU,KYENGE,KYENGE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIBUNZI,KIMUAKA,KIMUAKA CENTRE DE SANTE,example,another_example
TANGANYIKA,KANSIMBA,MAZONDE,KARONJA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BILOMBA,BILOMBA ETAT,BILOMBA ETAT CENTRE DE SANTE,example,another_example
LUALABA,KASAJI,DIVUMA GARE,DIVUMA GARE CENTRE DE SANTE,example,another_example
LUALABA,BUNKEYA,BUNKEYA 1,BUNKEYA CENTRE DE SANTE,example,another_example
TSHUAPA,BEFALE,LOLENGI,LOLENGI CENTRE DE SANTE DE REFERENCE,example,another_example
KINSHASA,MONT NGAFULA 1,MATADI MAYO,ETAT MATADI MAYO CENTRE HOSPITALIER,example,another_example
KWILU,GUNGU,CONGO,CONGO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KATOKA,KATOKA 2,KATOKA 2 CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MUYA,KANKOLONGO,SAINT CELESTE CENTRE HOSPITALIER,example,another_example
KWILU,MASI MANIMBA,KINDINGA,KIDINGA CENTRE DE SANTE,example,another_example
KWILU,MASI MANIMBA,NZOMBI,NZOMBI CENTRE DE SANTE,example,another_example
NORD UBANGI,MOBAYI MBONGO,SIMBALA,SIMBALA CENTRE DE SANTE DE REFERENCE,example,another_example
TSHOPO,BENGAMISA,BAYANGENE,BAYANGENE CENTRE DE SANTE,example,another_example
LOMAMI,KANDA KANDA,KATOBO,KATOBO CENTRE DE SANTE,example,another_example
TANGANYIKA,KALEMIE,CLINIQUE,ETAT CLINIQUE,example,another_example
HAUT KATANGA,PWETO,KAPATA,KAPATA CENTRE DE SANTE,example,another_example
SANKURU,TSHUMBE,NDJOO,NDJU CENTRE DE SANTE,example,another_example
KWILU,KIKWIT SUD,VUMUKA,VUMUKA CENTRE DE SANTE,example,another_example
KWANGO,KISANJI,KIMBULU,KIMBULU CENTRE DE SANTE,example,another_example
TSHOPO,BENGAMISA,MAMBO,MAMBO CENTRE DE SANTE,example,another_example
HAUT UELE,DUNGU,SAMBIA,SAMBIA CENTRE HOSPITALIER,example,another_example
KASAI ORIENTAL,CILUNDU,BAKWA MBUYI,BAKWA MBUYI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUAMBO,MBUNZE,MBUNZE CENTRE DE SANTE,example,another_example
LUALABA,KAPANGA,KAPANGA,KAPANGA CENTRE DE SANTE DE REFERENCE,example,another_example
LOMAMI,MWENEDITU,BONDOYI,BONDOYI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BOBOZO,BOBOZO 2,BOBOZO 2 CENTRE DE SANTE,example,another_example
TSHOPO,BASALI,BOGBOGBO,BOGBOGBO CENTRE DE SANTE,example,another_example
SANKURU,VANGA KETE,ONAMA KOTO,ONEMA KOTO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,SONGA,SAMBA,SAMBA CENTRE DE SANTE,example,another_example
KASAI,DEKESE,INKOKO,INKOKO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KANIAMA,KANIAMA 4,KANIAMA 4 CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,FMA SAKANIA,FMA SAKANIA CENTRE DE SANTE,example,another_example
KASAI,KANZALA,AEROPORT,PHENIX CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KATOKA,KELEKELE 2,MAMU WETU CENTRE DE SANTE,example,another_example
SANKURU,WEMBO NYAMA,ONALUA,ONALUA CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,KABUNDA,KABUNDA CENTRE DE SANTE,example,another_example
KINSHASA,NDJILI,QUARTIER 10,MATERNITE DE NDJILI CENTRE DE SANTE,example,another_example
TSHUAPA,YALIFAFU,YANGAMBO,YANGAMBO CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI CENTRAL,KATOKA,KATOKA 1,NZAMBI MONDAPI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUAMBO,MINKOLO,MINKOLO CENTRE DE SANTE,example,another_example
HAUT UELE,RUNGU,MAMBUNGA,MAMBUNGA CENTRE DE SANTE,example,another_example
NORD KIVU,BIENA,MUSENGE,MUSENGE CENTRE DE SANTE,example,another_example
LOMAMI,NGANDAJIKA,KANYAKA INERA,KANYAKA CENTRE DE SANTE,example,another_example
MAINDOMBE,NIOKI,LEBA,LEBA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI ORIENTAL,BIPEMBA,SENGAMINES,MISERICORDE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KITENGE,FWILA,FWILA CENTRE DE SANTE,example,another_example
KWILU,MOKALA,PANU CBCO,PANU CBCO CENTRE DE SANTE,example,another_example
HAUT UELE,WAMBA,BETONGWE,BETONGWE CENTRE DE SANTE,example,another_example
KINSHASA,MONT NGAFULA 2,MAZAL,ENVIRONEMENT ET SANTE CENTRE DE SANTE,example,another_example
MAINDOMBE,PENDJWA,IYEMBE EKONGO,IYEMBE EKONGO CENTRE DE SANTE,example,another_example
ITURI,NYARAMBE,KASENGU,KASENGU CENTRE DE SANTE DE REFERENCE,example,another_example
LOMAMI,KAMIJI,NYOKA,NYOKA CENTRE DE SANTE,example,another_example
HAUT KATANGA,MITWABA,MUMBOLO,MUMBOLO CENTRE DE SANTE,example,another_example
KINSHASA,BANDALUNGWA,LUBUDI SUD,TSHISUAKA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,LUVITUKU,LUVITUKU CENTRE DE SANTE,example,another_example
SUD UBANGI,BOKONZI,MOLIBA,MOLIBA CENTRE DE SANTE,example,another_example
SANKURU,LODJA,ALENGO,ALENGO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KANSELE,COMMUNE,DE L'ETAT CENTRE DE SANTE,example,another_example
LOMAMI,LUPUTA,KASAKAYI,KASAKAYI CENTRE DE SANTE,example,another_example
TANGANYIKA,NYUNZU,KITENGETENGE,KITENGETENGE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUKONGA,LUANDANDA,LUANDANDA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI,MWEKA,MUTEBA,MUTEBA CENTRE DE SANTE,example,another_example
NORD KIVU,OICHA,LIVA,LIVA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUIZA,KASONGA,KASONGA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,VAKU,KHESA,KHESA CENTRE DE SANTE,example,another_example
KINSHASA,NSELE,MPASA 1,OBIKA CENTRE DE SANTE,example,another_example
KWILU,KIKWIT SUD,KIBANGU 1,KIBANGU 1 CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONGO,DJOMBO,DJOMBO CENTRE DE SANTE,example,another_example
SANKURU,KOLE,BANDA,BANDA CENTRE DE SANTE,example,another_example
HAUT UELE,ABA,KURUKWATA,KURUKWATA CENTRE DE SANTE,example,another_example
TANGANYIKA,KANSIMBA,NKUMBULA,NKUMBULA CENTRE DE SANTE,example,another_example
LUALABA,KANZENZE,MULOMBA,MULOMBA CENTRE DE SANTE,example,another_example
KASAI,ILEBO,BAMBANGE,BAMBANGE CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,VANGA,LUNIUNGU,LUNIUNGU CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI,BANGA LUBAKA,MAYIMBI,MAYIMBI CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,CITENGE,CIKAYA,EBEN EZER CENTRE DE SANTE,example,another_example
TSHOPO,MANGOBO,MARIE ANTOINETTE,MARIE ANTOINETTE CENTRE DE SANTE,example,another_example
LOMAMI,KAMANA,MPEMBA NDALA,MPEMBA NDALA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NSONA MPANGU,NTANDUA NZADI,KIBEMBA POSTE DE SANTE,example,another_example
LOMAMI,KABINDA,CONGOSHIDIKA,CONGO SHIDIKA CENTRE DE SANTE,example,another_example
SANKURU,OMENDJADI,KONDE,KONDE CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUFUNGA SAMPWE,KIMUNGU,KIMUNGU CENTRE DE SANTE,example,another_example
